date,hmd_rlt Bazan,prs_lvl_hgt Bazan,tmp_air_dry Bazan,tmp_air_wet Bazan,tmp_dew_pnt Bazan,wind_dir Bazan,wind_spd Bazan,hmd_rlt Afek,prs_lvl_hgt Afek,tmp_air_dry Afek,tmp_air_wet Afek,tmp_dew_pnt Afek,wind_dir Afek,wind_spd Afek,prs_lvl_hgt Technion,tmp_air_dry Technion,inversion_bywind,inversion_bytemp_delta,inversion_byboth
2017-05-29,67.75,0.0,22.925000000000004,18.9,16.25,275.0,4.6875,64.625,0.0,22.937499999999996,18.349999999999998,15.25,253.75,2.75,0.0,21.3875,1,1,0
2017-05-30,69.25,0.0,23.287499999999998,19.5125,17.174999999999997,332.5,4.25,70.625,0.0,22.6625,19.1,16.849999999999998,258.75,2.5625,0.0,21.5625,0,1,0
2017-05-31,66.75,0.0,23.0,18.875,16.1375,291.25,4.25,71.875,0.0,21.7125,18.3,16.075000000000003,228.75,2.25,0.0,21.1375,0,0,0
2017-06-01,65.75,0.0,23.212500000000002,18.975,16.225,288.75,4.375,71.75,0.0,22.062500000000004,18.662499999999998,16.474999999999998,261.25,2.3125,0.0,20.425,0,0,0
2017-06-02,68.375,0.0,24.35,20.262499999999996,17.775000000000002,278.75,4.125,74.75,0.0,23.5375,20.3875,18.55,280.0,1.9375,0.0,21.3875,0,0,0
2017-06-03,75.0,0.0,24.1625,20.975,19.174999999999997,268.75,3.75,78.625,0.0,23.612499999999997,20.95,19.4875,245.0,2.875,0.0,22.3875,1,0,0
2017-06-04,74.0,0.0,24.9875,21.6,19.700000000000003,330.0,4.3125,80.0,0.0,23.775,21.3,19.937499999999996,251.25,2.5,0.0,23.125,0,0,0
2017-06-05,73.0,0.0,24.5125,21.0,19.0125,280.0,3.5,78.75,0.0,23.150000000000002,20.512499999999996,19.074999999999996,193.75,1.875,0.0,22.5625,1,1,1
2017-06-06,72.0,0.0,24.224999999999998,20.6375,18.5875,268.75,3.75,74.125,0.0,23.3125,20.025,18.075,248.75,2.375,0.0,22.299999999999997,0,0,0
2017-06-07,75.25,0.0,24.6375,21.475,19.75,290.0,4.25,78.625,0.0,23.662499999999998,20.9125,19.45,258.75,2.75,0.0,23.025,0,0,0
2017-06-08,74.0,0.0,26.3,22.8,21.012500000000003,321.25,4.5625,76.375,0.0,25.4375,22.2875,20.6375,250.0,2.5625,0.0,25.037499999999998,0,1,0
2017-06-09,72.5,0.0,26.175,22.4375,20.45,281.25,4.1875,77.0,0.0,25.724999999999998,22.65,21.0875,271.25,2.125,0.0,25.5,0,3,0
2017-06-10,68.125,0.0,25.4,21.2625,18.9625,252.5,4.0625,71.375,0.0,25.1875,21.5375,19.525,267.5,1.8125,0.0,22.8125,0,0,0
2017-06-11,64.5,0.0,25.099999999999998,20.412500000000005,17.575,270.0,3.6875,70.5,0.0,24.0625,20.3625,18.1375,276.25,2.25,0.0,22.287499999999998,0,0,0
2017-06-12,64.375,0.0,25.6,20.9375,18.2,318.75,3.8125,70.125,0.0,24.525,20.75,18.575,227.5,2.0,0.0,22.625,0,0,0
2017-06-13,66.75,0.0,25.3375,21.037499999999998,18.5375,282.5,3.75,71.75,0.0,24.612499999999997,21.0625,19.025000000000002,245.0,2.125,0.0,22.687500000000004,0,0,0
2017-06-14,65.25,0.0,25.475,20.875,18.1125,292.5,4.375,68.875,0.0,24.575000000000003,20.5,18.05,288.75,2.625,0.0,22.950000000000003,0,0,0
2017-06-15,69.75,0.0,25.650000000000002,21.7125,19.5375,303.75,4.375,74.5,0.0,24.375000000000004,21.150000000000002,19.35,271.25,2.625,0.0,22.9875,0,0,0
2017-06-16,71.125,0.0,26.6625,22.775,20.7375,320.0,4.4375,79.75,0.0,25.262500000000003,22.7,21.374999999999996,308.75,2.6875,0.0,23.837500000000002,0,0,0
2017-06-17,68.75,0.0,26.975,22.625,20.3,271.25,3.125,75.875,0.0,25.674999999999997,22.4,20.724999999999998,196.25,1.625,0.0,24.087500000000002,0,0,0
2017-06-18,70.5,0.0,26.662499999999998,22.6125,20.4125,232.5,3.5,77.0,0.0,25.6625,22.675,21.124999999999996,251.25,2.375,0.0,24.575,1,0,0
2017-06-19,68.125,0.0,26.775,22.3625,19.975,253.75,3.6875,73.75,0.0,25.450000000000003,21.9625,20.075,220.0,1.9375,0.0,24.325,0,0,0
2017-06-20,61.5,0.0,26.2625,21.0375,18.012499999999996,275.0,4.3125,65.75,0.0,25.687500000000007,21.200000000000003,18.650000000000002,286.25,2.25,0.0,23.187499999999996,0,0,0
2017-06-21,62.0,0.0,24.962500000000002,20.0375,16.975,222.5,3.9375,64.375,0.0,24.6125,20.012500000000003,17.1875,222.5,2.3125,0.0,22.4625,0,0,0
2017-06-22,64.375,0.0,25.974999999999998,21.224999999999998,18.5125,310.0,4.25,69.0,0.0,24.987499999999997,21.025000000000002,18.75,228.75,2.5,0.0,23.237499999999997,1,0,0
2017-06-23,65.375,0.0,26.4875,21.75,19.124999999999996,278.75,3.9375,75.125,0.0,24.724999999999998,21.525,19.8125,207.5,2.375,0.0,23.474999999999998,0,0,0
2017-06-24,70.375,0.0,26.8875,22.775,20.6,277.5,3.5,78.5,0.0,25.3,22.462500000000002,21.0875,227.5,2.0625,0.0,24.525,1,1,1
2017-06-25,70.375,0.0,27.8,23.5625,21.325000000000003,312.5,3.5,79.5,0.0,25.7875,23.05,21.65,193.75,2.0625,0.0,25.5125,0,0,0
2017-06-26,75.71428571428571,0.0,27.271428571428576,23.87142857142857,22.228571428571428,253.75,3.8125,79.125,0.0,26.4625,23.637500000000003,22.312499999999996,218.75,2.3125,0.0,25.7875,0,1,0
2017-06-27,72.875,0.0,27.95,24.075,22.175000000000004,305.0,4.0,79.375,0.0,26.875,24.1,22.8125,280.0,2.375,0.0,26.8875,0,1,0
2017-06-28,70.125,0.0,27.4375,23.200000000000003,21.0125,257.5,3.25,79.625,0.0,26.287499999999998,23.4875,22.099999999999998,215.0,1.9375,0.0,25.474999999999998,2,2,1
2017-06-29,64.5,0.0,27.087500000000002,21.925,18.975,253.75,3.4375,78.125,0.0,26.2625,23.3,21.85,226.25,2.0,0.0,25.287499999999998,0,2,0
2017-06-30,71.875,0.0,27.825,23.9125,22.05,258.75,4.0625,77.0,0.0,27.6375,24.474999999999998,23.0125,287.5,2.3125,0.0,25.724999999999998,0,1,0
2017-07-01,76.375,0.0,28.275,25.0125,23.525,286.25,3.5,76.875,0.0,28.125,24.9125,23.437499999999996,237.5,1.8125,0.0,26.675000000000004,0,1,0
2017-07-02,76.0,0.0,29.375000000000004,26.000000000000004,24.512499999999996,277.5,3.8125,80.875,0.0,28.787499999999998,26.1375,25.0,283.75,2.0625,0.0,27.950000000000003,0,3,0
2017-07-03,62.75,0.0,30.325000000000003,24.0,20.3625,245.0,2.6875,69.5,0.0,29.575000000000003,24.625000000000004,21.9375,186.25,1.75,0.0,29.5375,0,4,0
2017-07-04,61.875,0.0,29.55,23.737499999999997,20.775000000000002,231.25,3.0625,75.5,0.0,28.6375,25.087499999999995,23.4125,211.25,2.125,0.0,28.6875,0,3,0
2017-07-05,69.5,0.0,29.000000000000004,24.6375,22.6,286.25,4.5625,73.75,0.0,28.4875,24.8875,23.2625,302.5,2.625,0.0,26.225000000000005,0,0,0
2017-07-06,65.875,0.0,27.925,23.2625,20.799999999999997,280.0,4.125,69.0,0.0,27.6625,23.4625,21.325,293.75,2.375,0.0,25.2125,0,0,0
2017-07-07,67.0,0.0,28.025000000000002,23.437500000000004,21.05,263.75,4.1875,70.25,0.0,27.85,23.7875,21.7875,272.5,2.6875,0.0,25.625,0,0,0
2017-07-08,68.375,0.0,28.9375,24.387500000000003,22.224999999999998,283.75,3.8125,73.875,0.0,28.099999999999998,24.45,22.800000000000004,275.0,2.25,0.0,25.775,0,0,0
2017-07-09,69.75,0.0,29.275,24.825,22.7375,297.5,3.625,75.75,0.0,27.675,24.262500000000003,22.612499999999997,261.25,2.1875,0.0,26.4875,0,0,0
2017-07-10,67.75,0.0,29.475,24.587500000000002,22.124999999999996,286.25,3.9375,71.125,0.0,27.6875,23.674999999999997,21.7625,232.5,2.6875,0.0,27.500000000000004,0,0,0
2017-07-11,72.5,0.0,29.599999999999998,25.700000000000003,23.924999999999997,321.25,4.5,77.125,0.0,28.862499999999997,25.737500000000004,24.325000000000003,277.5,2.6875,0.0,28.05,0,0,0
2017-07-12,64.75,0.0,30.175,24.7625,22.05,285.0,2.9375,76.5,0.0,29.05,25.85,24.387500000000003,301.25,2.4375,0.0,27.3125,1,0,0
2017-07-13,71.0,0.0,29.1875,24.975,23.049999999999997,215.0,3.4375,73.625,0.0,29.325,25.5,23.775,247.5,1.9375,0.0,26.662499999999998,1,0,0
2017-07-14,71.75,0.0,28.95,24.575,22.462500000000002,210.0,2.9375,78.5,0.0,28.099999999999998,25.037499999999998,23.662499999999998,213.75,2.0625,0.0,27.475,1,3,1
2017-07-15,71.375,0.0,28.637499999999996,24.325,22.15,230.0,2.8125,78.0,0.0,27.5375,24.437499999999996,23.0125,200.0,1.875,0.0,27.362499999999997,0,2,0
2017-07-16,75.5,0.0,27.875,24.499999999999996,22.925,271.25,3.0,78.0,0.0,27.5125,24.4625,23.0375,245.0,2.0,0.0,26.725,0,2,0
2017-07-17,74.125,0.0,28.5625,24.962500000000002,23.3125,267.5,4.125,77.0,0.0,28.0875,24.9125,23.5125,227.5,2.5,0.0,27.087500000000002,1,2,1
2017-07-18,69.0,0.0,29.1125,24.7375,22.6,311.25,4.75,71.75,0.0,28.975,25.012500000000003,23.212500000000002,307.5,2.625,0.0,26.625,0,0,0
2017-07-19,69.875,0.0,29.575,25.262500000000003,23.2875,300.0,4.8125,74.625,0.0,28.724999999999998,25.200000000000003,23.599999999999998,251.25,2.5625,0.0,26.900000000000002,0,0,0
2017-07-20,64.875,0.0,28.6125,23.712500000000002,21.2125,316.25,4.625,72.875,0.0,27.35,23.6375,21.825,232.5,2.1875,0.0,25.724999999999998,0,0,0
2017-07-21,65.875,0.0,28.4625,23.724999999999998,21.3,306.25,3.875,70.75,0.0,27.724999999999998,23.7,21.775,255.0,2.125,0.0,25.674999999999997,0,0,0
2017-07-22,65.625,0.0,28.525000000000002,23.6875,21.2375,288.75,4.0,69.875,0.0,27.774999999999995,23.6125,21.575,273.75,2.3125,0.0,25.65,0,0,0
2017-07-23,64.0,0.0,28.837500000000002,23.725,21.174999999999997,317.5,4.5625,70.375,0.0,27.7625,23.674999999999997,21.6875,306.25,2.1875,0.0,25.787499999999998,0,0,0
2017-07-24,70.5,0.0,29.287499999999998,25.1125,23.1625,298.75,3.9375,74.875,0.0,28.787499999999998,25.3625,23.7875,303.75,2.5625,0.0,26.4625,0,0,0
2017-07-25,71.875,0.0,29.9875,25.849999999999998,23.975,272.5,3.875,77.375,0.0,29.025000000000002,25.912499999999998,24.537499999999998,291.25,2.4375,0.0,27.45,0,0,0
2017-07-26,71.125,0.0,30.174999999999997,25.95,24.037499999999998,321.25,4.0,77.125,0.0,29.05,25.850000000000005,24.475,286.25,2.4375,0.0,28.6875,0,1,0
2017-07-27,71.5,0.0,30.3375,26.087500000000002,24.175000000000004,298.75,3.875,77.25,0.0,29.325,26.137500000000003,24.762500000000003,280.0,2.5625,0.0,27.9625,0,1,0
2017-07-28,67.375,0.0,29.4875,24.875,22.662499999999998,306.25,4.75,70.875,0.0,28.975,24.95,23.0125,306.25,2.8125,0.0,26.549999999999997,0,0,0
2017-07-29,59.125,0.0,28.7375,22.8625,19.7375,292.5,4.625,64.0,0.0,27.762499999999996,22.749999999999996,20.0875,260.0,2.5625,0.0,25.8125,0,0,0
2017-07-30,62.25,0.0,28.437500000000004,23.112499999999997,20.325000000000003,293.75,4.125,68.625,0.0,27.162499999999998,22.8625,20.65,298.75,2.375,0.0,25.599999999999998,0,0,0
2017-07-31,70.375,0.0,28.899999999999995,24.737499999999997,22.724999999999998,261.25,3.5625,75.125,0.0,28.1875,24.762499999999996,23.174999999999997,271.25,2.625,0.0,26.425,1,0,0
2017-08-01,68.25,0.0,30.100000000000005,25.25,22.9375,275.0,3.5,76.875,0.0,29.0125,25.787499999999998,24.362499999999997,237.5,2.1875,0.0,27.474999999999998,1,0,0
2017-08-02,66.625,0.0,29.2125,24.325,22.0,245.0,3.4375,71.75,0.0,28.637499999999996,24.675,22.749999999999996,230.0,2.3125,0.0,26.674999999999997,1,1,1
2017-08-03,65.625,0.0,28.825000000000003,23.924999999999997,21.5125,251.25,3.625,69.375,0.0,28.200000000000003,23.912499999999998,21.8875,242.5,2.0,0.0,26.0625,1,0,0
2017-08-04,67.375,0.0,28.450000000000003,23.8625,21.575,281.25,3.625,71.625,0.0,27.8125,23.8875,22.0,256.25,1.9375,0.0,25.6875,0,0,0
2017-08-05,64.5,0.0,28.275000000000002,23.174999999999997,20.525,277.5,3.1875,69.625,0.0,27.225000000000005,23.049999999999997,20.8875,233.75,1.9375,0.0,25.1375,0,0,0
2017-08-06,66.375,0.0,28.387500000000003,23.612500000000004,21.225,276.25,3.3125,71.75,0.0,27.3625,23.4625,21.5875,232.5,1.9375,0.0,25.900000000000002,0,0,0
2017-08-07,67.25,0.0,29.4,24.7125,22.4875,273.75,4.4375,71.5,0.0,28.650000000000002,24.675,22.799999999999997,273.75,2.875,0.0,26.662499999999998,0,0,0
2017-08-08,68.25,0.0,29.687500000000004,25.2,23.112499999999997,315.0,5.0,73.75,0.0,29.1625,25.575000000000003,23.937499999999996,313.75,3.3125,0.0,26.687499999999996,0,0,0
2017-08-09,70.125,0.0,29.074999999999996,24.8875,22.962500000000002,290.0,4.1875,75.0,0.0,28.5,25.062500000000004,23.487499999999997,258.75,2.5,0.0,26.662499999999998,0,0,0
2017-08-10,64.125,0.0,29.6625,24.475,21.962500000000002,305.0,3.875,68.75,0.0,28.8875,24.4875,22.4375,265.0,2.25,0.0,26.375,0,0,0
2017-08-11,66.375,0.0,29.125,24.2125,21.875,245.0,3.25,72.25,0.0,27.924999999999997,24.05,22.212500000000002,237.5,1.875,0.0,26.275,0,0,0
2017-08-12,68.75,0.0,28.7625,24.3125,22.162499999999998,251.25,3.125,72.875,0.0,27.9,24.137499999999996,22.362500000000004,185.0,2.0,0.0,26.212500000000002,1,0,0
2017-08-13,69.5,0.0,29.687499999999996,25.224999999999998,23.162499999999998,262.5,3.25,75.125,0.0,28.675,25.200000000000003,23.687500000000004,226.25,2.1875,0.0,26.725,0,1,0
2017-08-14,69.875,0.0,29.575,25.237499999999997,23.2125,276.25,3.4375,74.375,0.0,28.887500000000003,25.3125,23.7,253.75,2.0,0.0,26.9375,0,0,0
2017-08-15,67.375,0.0,29.5,24.787499999999998,22.587500000000002,293.75,4.1875,74.375,0.0,28.450000000000003,24.912499999999998,23.3,246.25,2.25,0.0,26.425,0,0,0
2017-08-16,66.5,0.0,29.0,24.2125,21.875,290.0,3.875,72.375,0.0,27.9125,24.05,22.2625,242.5,2.0625,0.0,25.987499999999997,0,0,0
2017-08-17,65.375,0.0,28.537499999999998,23.575,21.0625,255.0,3.5,68.125,0.0,28.25,23.724999999999998,21.4875,238.75,1.75,0.0,25.687499999999996,1,0,0
2017-08-18,61.0,0.0,28.625,22.9875,20.0125,232.5,3.5,66.375,0.0,27.7125,22.975,20.5625,220.0,1.8125,0.0,25.775,1,0,0
2017-08-19,62.0,0.0,27.975,22.587499999999995,19.674999999999997,250.0,3.25,65.0,0.0,27.5375,22.6375,19.9875,252.5,2.1875,0.0,26.0625,0,1,0
2017-08-20,64.75,0.0,28.35,23.400000000000006,20.849999999999998,287.5,4.3125,68.25,0.0,27.7375,23.349999999999994,21.200000000000003,286.25,3.0625,0.0,26.0625,0,0,0
2017-08-21,65.75,0.0,28.825000000000003,23.924999999999997,21.587499999999995,243.75,3.9375,70.625,0.0,28.112500000000004,24.0375,22.1,266.25,2.125,0.0,26.025,0,0,0
2017-08-22,63.625,0.0,29.112499999999997,23.9375,21.3,293.75,4.5625,66.75,0.0,28.7625,24.100000000000005,21.8,280.0,2.25,0.0,26.212500000000002,0,0,0
2017-08-23,63.5,0.0,28.6875,23.5,20.875,292.5,3.5625,67.5,0.0,28.462499999999995,23.8875,21.6875,286.25,1.75,0.0,26.025000000000002,0,0,0
2017-08-24,68.25,0.0,28.599999999999998,24.137500000000003,22.0125,277.5,3.625,72.25,0.0,28.087500000000002,24.249999999999996,22.4625,237.5,1.9375,0.0,26.325,0,1,0
2017-08-25,72.375,0.0,28.950000000000003,25.15,23.3375,268.75,4.0625,76.375,0.0,28.300000000000004,25.087500000000002,23.65,226.25,2.3125,0.0,26.750000000000004,0,0,0
2017-08-26,69.0,0.0,30.262500000000003,25.65,23.525000000000002,292.5,3.75,76.25,0.0,28.900000000000002,25.4875,23.9375,243.75,2.0,0.0,27.437499999999996,0,0,0
2017-08-27,63.875,0.0,29.325000000000003,23.8625,21.05,245.0,3.5625,68.125,0.0,29.05,24.349999999999998,22.0875,242.5,1.875,0.0,26.875,0,1,0
2017-08-28,62.25,0.0,28.25,22.912499999999998,20.0125,256.25,3.75,64.75,0.0,28.075,23.137499999999996,20.599999999999998,247.5,1.6875,0.0,25.3875,0,0,0
2017-08-29,56.75,0.0,27.987499999999997,21.85,18.325,282.5,3.1875,61.857142857142854,0.0,26.514285714285712,21.37142857142857,18.414285714285715,213.75,2.0,0.0,25.075000000000003,1,0,0
2017-08-30,58.375,0.0,27.299999999999997,21.4875,18.150000000000002,268.75,3.375,61.875,0.0,26.312499999999996,21.125,18.112499999999997,208.75,1.875,0.0,24.9,0,0,0
2017-08-31,57.875,0.0,27.275000000000002,21.4375,18.0125,236.25,3.625,59.875,0.0,26.787499999999998,21.275000000000002,18.1,255.0,1.875,0.0,24.8375,0,0,0
2017-09-01,65.75,0.0,28.25,23.5,21.125,278.75,4.125,66.875,0.0,27.575000000000003,23.062500000000004,20.775,255.0,2.1875,0.0,25.599999999999998,0,0,0
2017-09-02,71.0,0.0,29.025,24.987499999999997,23.0875,315.0,4.4375,74.25,0.0,28.025,24.4875,22.875000000000004,291.25,2.625,0.0,26.375,0,0,0
2017-09-03,73.125,0.0,29.250000000000004,25.525000000000002,23.825,297.5,4.375,75.875,0.0,28.312499999999996,25.0,23.512500000000003,277.5,2.8125,0.0,27.0,1,0,0
2017-09-04,70.5,0.0,29.675,25.462500000000002,23.5625,308.75,3.4375,74.625,0.0,28.899999999999995,25.4125,23.8125,278.75,1.9375,0.0,26.724999999999998,0,0,0
2017-09-05,67.875,0.0,28.9,24.112500000000004,21.7125,261.25,3.1875,74.75,0.0,27.625,24.137500000000003,22.5125,251.25,1.9375,0.0,26.437499999999996,1,1,1
2017-09-06,61.875,0.0,28.2,22.775,19.799999999999997,271.25,3.6875,65.125,0.0,27.3125,22.437500000000004,19.8375,246.25,2.125,0.0,25.612499999999997,0,0,0
2017-09-07,62.75,0.0,27.5625,22.400000000000002,19.55,272.5,3.75,65.875,0.0,26.562500000000004,21.925,19.337500000000002,258.75,1.8125,0.0,25.3125,0,0,0
2017-09-08,67.0,0.0,28.0375,23.387500000000003,21.05,243.75,4.4375,67.25,0.0,27.575,22.962500000000002,20.6,245.0,2.6875,0.0,25.549999999999997,1,0,0
2017-09-09,70.875,0.0,29.062499999999996,25.0125,23.124999999999996,331.25,5.4375,72.75,0.0,28.187500000000004,24.425,22.6625,310.0,3.0625,0.0,26.224999999999998,0,0,0
2017-09-10,67.25,0.0,28.3875,23.875,21.5625,327.5,4.1875,71.75,0.0,27.374999999999996,23.5875,21.6625,322.5,2.375,0.0,25.8,0,0,0
2017-09-11,70.75,0.0,28.049999999999997,23.8375,21.762499999999996,293.75,3.1875,75.5,0.0,26.799999999999997,23.5,21.887499999999996,241.25,2.125,0.0,25.8875,0,0,0
2017-09-12,75.25,0.0,27.287499999999998,23.7625,22.025000000000002,263.75,3.0,75.125,0.0,26.162499999999998,22.650000000000002,20.849999999999998,241.25,1.75,0.0,26.1875,1,2,1
2017-09-13,78.5,0.0,28.049999999999997,25.087500000000002,23.737499999999997,317.5,4.125,82.375,0.0,27.000000000000004,24.6875,23.599999999999998,245.0,2.375,0.0,26.812500000000004,0,2,0
2017-09-14,77.625,0.0,28.8875,25.85,24.487499999999997,321.25,4.875,80.375,0.0,28.1375,25.5125,24.3375,276.25,2.875,0.0,26.5125,0,0,0
2017-09-15,70.625,0.0,28.425,24.3625,22.412499999999998,278.75,4.25,72.75,0.0,28.224999999999998,24.5375,22.775000000000002,286.25,2.3125,0.0,25.724999999999994,0,0,0
2017-09-16,65.5,0.0,26.950000000000003,22.2,19.662499999999998,245.0,3.25,66.75,0.0,26.525,22.1,19.6875,237.5,2.125,0.0,24.6125,0,0,0
2017-09-17,64.875,0.0,26.725,21.849999999999998,19.224999999999998,248.75,3.125,68.375,0.0,25.862499999999997,21.6625,19.35,191.25,1.875,0.0,24.424999999999997,0,1,0
2017-09-18,75.75,0.0,23.85,20.85,19.175,162.5,1.875,78.25,0.0,23.2,20.575,19.1,230.0,1.125,0.0,22.3,0,1,0
2017-09-19,71.5,0.0,26.65,22.700000000000003,20.700000000000003,285.0,4.25,75.0,0.0,24.75,21.35,19.65,200.0,2.0,0.0,23.137500000000003,0,0,0
2017-09-26,63.25,0.0,26.75,21.825,19.1,312.5,5.25,65.75,0.0,26.05,21.55,19.075000000000003,245.0,2.75,0.0,23.975,0,0,0
2017-09-27,61.75,0.0,25.712500000000002,20.6375,17.6,285.0,3.5,66.0,0.0,24.724999999999998,20.299999999999997,17.687499999999996,273.75,2.0,0.0,23.437499999999996,1,1,1
2017-09-28,58.875,0.0,25.2,19.75,16.3375,292.5,3.25,62.625,0.0,24.299999999999997,19.4875,16.425,255.0,2.0625,0.0,23.150000000000002,1,1,1
2017-09-29,60.875,0.0,24.737499999999997,19.5875,16.3625,228.75,3.1875,61.375,0.0,24.45,19.425,16.2375,235.0,1.5625,0.0,22.950000000000003,0,2,0
2017-09-30,66.125,0.0,25.1125,20.7,18.1375,275.0,3.875,65.625,0.0,25.0,20.55,17.975,228.75,1.6875,0.0,23.3125,0,1,0
2017-10-01,64.875,0.0,24.7375,20.175000000000004,17.387500000000003,265.0,2.9375,65.875,0.0,24.0,19.6625,16.987499999999997,180.0,1.75,0.0,23.387500000000003,1,2,0
2017-10-02,56.5,0.0,26.8125,20.725,16.9875,268.75,4.0625,50.5,0.0,26.912499999999998,19.674999999999997,14.8,263.75,2.375,0.0,25.700000000000003,1,2,0
2017-10-03,64.0,0.0,26.674999999999997,21.837500000000002,19.1625,310.0,5.0625,67.875,0.0,25.9125,21.7125,19.4,263.75,2.375,0.0,23.912499999999998,0,0,0
2017-10-04,63.5,0.0,25.537499999999998,20.775000000000002,17.95,287.5,4.4375,64.875,0.0,25.174999999999997,20.650000000000002,17.962500000000002,248.75,1.8125,0.0,23.262500000000003,0,0,0
2017-10-05,61.375,0.0,25.750000000000004,20.675,17.625,262.5,4.0625,66.5,0.0,24.2875,20.062500000000004,17.5125,206.25,2.0,0.0,23.1875,0,1,0
2017-10-06,60.625,0.0,24.700000000000003,19.475,16.15,180.0,2.9375,63.5,0.0,23.400000000000002,18.724999999999998,15.6875,221.25,1.8125,0.0,22.950000000000003,0,0,0
2017-10-07,59.375,0.0,23.5125,18.275,14.7875,251.25,2.1875,61.0,0.0,22.9625,18.025000000000002,14.7,235.0,1.75,0.0,22.487499999999997,2,3,0
2017-10-08,68.75,0.0,24.9125,20.775000000000002,18.2625,208.75,3.8125,64.75,0.0,25.075,20.475,17.725,222.5,1.625,0.0,24.05,0,4,0
2017-10-09,77.125,0.0,23.375,20.55,18.812500000000004,242.5,4.0625,82.375,0.0,22.9625,20.849999999999998,19.625000000000004,160.0,1.8125,0.0,22.2625,0,2,0
2017-10-10,60.75,0.0,23.525,18.537499999999998,15.137500000000001,255.0,4.0,64.375,0.0,23.025,18.625,15.624999999999998,243.75,1.9375,0.0,21.3875,0,1,0
2017-10-11,70.125,0.0,21.937500000000004,18.3125,15.9,227.5,2.8125,71.625,0.0,21.85,18.412499999999998,16.1125,181.25,1.8125,0.0,21.249999999999996,0,3,0
2017-10-12,68.125,0.0,22.362500000000004,18.425,15.8125,218.75,3.0625,73.0,0.0,21.475,18.124999999999996,15.950000000000001,221.25,1.6875,0.0,21.099999999999998,0,3,0
2017-10-13,66.125,0.0,23.250000000000004,18.9125,16.15,202.5,2.5625,70.25,0.0,22.537499999999998,18.825000000000003,16.425,180.0,1.5625,0.0,22.037499999999998,2,3,1
2017-10-14,58.25,0.0,23.6375,18.2,14.3,267.5,3.5625,65.375,0.0,22.25,17.862500000000004,14.8125,185.0,1.5,0.0,22.412499999999998,0,2,0
2017-10-15,58.375,0.0,23.15,17.8875,14.162500000000001,258.75,3.0625,62.75,0.0,22.3875,17.7625,14.55,235.0,1.875,0.0,21.674999999999997,1,2,1
2017-10-16,62.25,0.0,22.1875,17.6375,14.387500000000001,253.75,3.3125,70.75,0.0,20.7375,17.349999999999998,14.9875,166.25,1.1875,0.0,21.075,0,1,0
2017-10-17,58.75,0.0,23.1125,17.85,14.225000000000001,312.5,3.1875,61.375,0.0,22.087500000000002,17.3125,13.912500000000001,192.5,2.0,0.0,22.575000000000003,0,3,0
2017-10-18,50.625,0.0,23.112499999999997,16.5375,11.112499999999999,215.0,2.6875,50.625,0.0,22.275,15.625,9.925,157.5,1.5,0.0,23.0,0,3,0
2017-10-19,46.875,0.0,26.112500000000004,18.425,11.75,235.0,5.0625,44.125,0.0,24.5125,16.6375,9.9375,206.25,1.8125,0.0,25.375,0,2,0
2017-10-20,75.75,0.0,24.475,21.450000000000003,19.775000000000002,293.75,3.1875,76.375,0.0,22.3875,19.5625,17.9125,198.75,1.5625,0.0,23.2625,0,2,0
2017-10-21,71.375,0.0,23.6625,20.1,18.0125,307.5,3.5625,79.25,0.0,21.987499999999997,19.5,18.0,218.75,1.625,0.0,21.6875,0,1,0
2017-10-22,66.625,0.0,22.1125,18.0125,15.25,221.25,2.3125,71.375,0.0,20.937499999999996,17.5,15.149999999999999,145.0,1.25,0.0,20.587500000000002,1,1,0
2017-10-23,69.75,0.0,21.462500000000002,17.875,15.424999999999999,255.0,3.1875,70.5,0.0,20.737499999999997,17.3,14.924999999999999,255.0,2.0,0.0,20.2125,0,2,0
2017-10-24,68.0,0.0,21.950000000000003,18.025,15.4125,226.25,2.0625,70.5,0.0,20.6875,17.224999999999998,14.849999999999998,192.5,1.0625,0.0,20.4375,2,1,0
2017-10-25,68.375,0.0,21.924999999999997,17.9875,15.212500000000002,220.0,2.9375,72.25,0.0,20.562500000000004,17.212500000000002,14.874999999999998,193.75,1.6875,0.0,20.987499999999997,0,3,0
2017-10-26,62.625,0.0,23.65,18.775,15.4625,248.75,4.0,63.0,0.0,22.15,17.325,13.774999999999999,217.5,2.3125,0.0,22.350000000000005,0,2,0
2017-10-27,60.25,0.0,23.3875,18.1,14.262500000000001,237.5,3.3125,61.625,0.0,22.075,17.0375,13.15,233.75,2.3125,0.0,23.562500000000004,0,4,0
2017-10-28,62.75,0.0,22.587500000000002,18.0125,14.750000000000002,213.75,3.5625,71.25,0.0,20.674999999999997,17.375,15.0,177.5,1.4375,0.0,21.237499999999997,0,2,0
2017-10-29,62.0,0.0,21.875,17.2625,14.0,177.5,4.3125,65.0,0.0,21.075,16.950000000000003,13.975000000000001,141.25,1.6875,0.0,20.712500000000002,0,2,0
2017-10-30,74.25,0.0,21.1125,18.037499999999998,15.95,188.75,3.3125,77.0,0.0,20.249999999999996,17.575,15.700000000000001,187.5,2.5,0.0,19.575,0,1,0
2017-10-31,72.875,0.0,21.787499999999998,18.562500000000004,16.5,213.75,4.3125,75.5,0.0,21.025000000000002,18.112499999999997,16.212500000000002,188.75,2.0625,0.0,20.5875,0,2,0
